id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
44924,Concepción,Maldonado,Casada,92009528Y,Croata,1985-08-05,"Urbanización Evita Juliá 34 Apt. 85 , Ourense, 50719",16639,La Coruña,758657316,agustin18@example.org,False,"Empleado de servicios estadísticos, financieros y de seguros","6742,56",ES7155155433445175623353,corriente,"89053,12",2023-01-18,Femenino
44925,Florencio,Jove,Viudo,16898025V,Sueca,1955-10-20,"Cañada de Tomás Manjón 20, Cádiz, 06027",27682,Cuenca,615123289,ramonisidora@example.net,False,Agricultor,"1321,3",ES4506829502478193132482,corriente,"7659,7",2021-11-22,Masculino
44926,Seve,Aranda,Soltero,25617217R,Yemení,1984-06-20,"Urbanización Encarnacion Vilar 660 Puerta 9 , Salamanca, 24005",15155,Ávila,623660139,lpadilla@example.org,False,Empleado de contabilidad y cálculo de costos,"4043,14",ES6533124053910255966372,corriente,"43093,24",2024-04-30,Masculino
44927,Venceslás,Rey,Casado,53138895V,Húngara,1966-07-31,"Callejón Tomás Ferreras 252, La Coruña, 16570",51914,Granada,751894027,agudonorberto@example.net,False,Ingeniero medioambiental,"6183,73",ES5360960748974704025437,corriente,"60779,77",2023-05-05,Masculino
44928,Paula,Jordán,Viuda,75550517W,Dominicana,1972-07-11,"Cuesta de Iris Martí 69, Murcia, 15134",37356,Barcelona,702935942,eamaya@example.com,False,Personal de limpieza,"1471,2",ES8480614583486670669653,corriente,"83182,89",2021-04-09,Femenino
44929,Amílcar,Portillo,Divorciado,52525875Q,Angoleña,1981-11-23,"Glorieta de Filomena Cornejo 37 Puerta 3 , Álava, 34349",44769,La Coruña,755056784,isidoro72@example.net,False,Director de producción de piscicultura y pesca,"2063,13",ES9009580038041085290303,corriente,"87024,58",2019-10-24,Masculino
44930,Aurelia,Garzón,Casada,60916965Q,Sudafricana,1964-09-18,"Rambla Gaspar Botella 441, Guipúzcoa, 35202",06130,Valladolid,638468053,matilde67@example.org,False,Agrónomo,"2766,43",ES5050377345279892613001,corriente,"55225,87",2022-01-01,Femenino
44931,Ramón,Palma,Casado,67620016Q,Israelí,1953-11-21,"Plaza de Heliodoro Cabezas 9, Santa Cruz de Tenerife, 13443",19393,Toledo,661011597,dafne88@example.org,False,Peón de obras públicas y mantenimiento,"4701,4",ES9937405533200921870264,corriente,"26078,89",2019-07-23,Masculino
44932,Severo,Gomez,Divorciado,53584861J,Eslovaca,1973-01-26,"Vial de Hermenegildo Ángel 39 Piso 3 , Salamanca, 47724",03284,La Rioja,648761961,csanjuan@example.net,False,Entrenador deportivo,"6229,44",ES1139147481919513742842,corriente,"30462,03",2020-08-10,Masculino
44933,Carlito,Marqués,Casado,47088523W,Salvadoreña,1978-06-26,"Cuesta de María Gomez 89, Pontevedra, 43374",11770,Santa Cruz de Tenerife,627494616,chus73@example.org,False,Agrónomo,"2802,47",ES4346256784710734211265,corriente,"78701,31",2020-08-17,Masculino
44934,Sebastián,Vázquez,Casado,43072697E,Eslovaca,1975-10-07,"Callejón de Nerea Garrido 82, Ciudad, 43409",43236,Almería,692552864,micaelaarrieta@example.net,False,Productor y trabajador calificado de explotaciones agropecuarias mixtas,"7462,63",ES8939606505576504607978,corriente,"61517,73",2019-11-26,Masculino
44935,Nuria,Rincón,Viuda,55782800A,Bielorrusa,2005-12-19,"Alameda de Moisés Infante 56 Apt. 58 , Navarra, 32314",43970,Teruel,665974788,florina00@example.net,False,Director de teatro,"3506,84",ES6371848837129031667831,corriente,"61490,48",2021-06-05,Femenino
44936,Felicia,Bayo,Divorciada,74193120L,Rusa,1978-07-04,"Calle Antonio Roldan 58 Apt. 02 , Barcelona, 09024",31189,Alicante,781161692,maricela75@example.com,False,Operador de máquinas para fabricar productos de material plástico,"4681,12",ES9245110676871946537511,corriente,"15090,14",2020-07-28,Femenino
44937,Silvia,Arias,Viuda,54393479C,Malasia,1948-03-08,"Plaza de Leocadia Anaya 653 Puerta 8 , Granada, 15102",26778,Cuenca,745794733,eva-mariaroman@example.net,False,Reparador de bicicletas,"7589,18",ES7049626322441606795080,corriente,"74490,97",2025-05-22,Femenino
44938,Fito,Mayoral,Divorciado,99875199E,Costarricense,1963-01-16,"Calle Leandra Diaz 8, Burgos, 14535",25912,Navarra,732902160,romamar@example.net,False,Ingeniero de minas,"5582,84",ES4936383893396368916525,corriente,51158,2023-07-20,Masculino
44939,Edmundo,Bonilla,Viudo,80813171A,Azerbaiyana,1979-10-22,"Cañada de Nicolás Sureda 59, Ceuta, 35662",37420,Castellón,658177692,canasencarna@example.org,False,Clasificador de desechos,"7924,57",ES6793318078562941380376,corriente,"89700,48",2025-04-18,Masculino
44940,Bárbara,Sierra,Viuda,72413041W,Kazaja,1996-11-04,"Vial Maricela Guerra 53, Cantabria, 49873",45345,Las Palmas,733871141,vicentarios@example.net,False,Director de servicios de cuidados infantiles,"6772,19",ES7334555679162799801561,corriente,"13457,66",2023-09-03,Femenino
44941,Felix,Carretero,Viudo,85125776Q,Australiana,1981-09-28,"Alameda de Inés Castro 62 Puerta 1 , Badajoz, 16173",41071,Asturias,787622782,arcelia31@example.org,False,Acarreador de agua,"6821,12",ES3584463782431846755131,corriente,"31055,11",2024-06-08,Masculino
44942,Alexandra,Gárate,Viuda,75395192L,Etíope,1955-05-28,"Urbanización de Néstor Canales 22 Apt. 46 , Sevilla, 18576",09278,Las Palmas,759804448,tere91@example.net,False,Asesor de inversiones,"6024,29",ES7295474705862499027316,corriente,"69523,29",2024-01-04,Femenino
44943,Evelia,Arjona,Divorciada,95755066V,Francesa,1946-03-23,"Vial de Arturo Sevilla 1 Piso 3 , Badajoz, 38624",13756,La Coruña,737548495,gallardomaria-teresa@example.com,False,Practicante paramédico,"1537,62",ES3672190847268281164181,corriente,"38142,56",2018-06-19,Femenino
44944,Eleuterio,Falcó,Casado,13386993G,Bruneana,1993-12-07,"Avenida de Desiderio Pinto 95, León, 22105",02187,Santa Cruz de Tenerife,679827966,barbara91@example.com,False,Peón de explotaciones agrícolas,"5606,02",ES9315915912388557986722,corriente,"15271,63",2023-12-07,Masculino
44945,Regina,Segovia,Divorciada,71503318K,Danesa,1950-08-01,"Pasaje de Matilde Bernat 99, Las Palmas, 39127",45097,Tarragona,732360677,chuchoespana@example.org,False,Telefonista,"3859,67",ES4724570372812585857858,corriente,"78789,89",2019-10-03,Femenino
44946,Héctor,Franch,Soltero,65970926A,Paraguaya,1975-02-02,"Pasadizo de Marcos Gimeno 571 Apt. 51 , Ceuta, 25477",34590,Álava,760703092,amaya08@example.com,False,Locutor de radio,"6891,39",ES0935738390391108169091,corriente,"15538,36",2022-07-19,Masculino
44947,Haydée,Rodriguez,Casada,24218896B,Bielorrusa,1970-10-27,"Avenida Feliciana Huertas 34, Burgos, 12802",07222,Ourense,763823785,cristobalarteaga@example.net,False,Miembro de las fuerzas armadas,"6021,23",ES2733443141835217916627,corriente,"23256,07",2019-01-17,Femenino
44948,Dimas,Cañellas,Casado,67859949J,Griega,1964-12-24,"Acceso Aristides Mosquera 2, Badajoz, 18669",26531,Sevilla,745077886,bernabe41@example.com,False,Analista de gestión y organización,"6753,21",ES5971065667555173126671,corriente,"91499,21",2018-06-27,Masculino
44949,Aránzazu,Corominas,Soltera,14845602E,Dominicana,1958-05-30,"Cañada Marciano Ferrera 33 Puerta 1 , León, 34967",46230,Guadalajara,720652138,lillomateo@example.net,False,Actor,"6714,34",ES6472129725686285133484,corriente,"26521,55",2023-01-30,Femenino
44950,Odalis,Dueñas,Viuda,25476343W,Burundesa,2003-02-21,"Calle de Concha Baquero 182, Girona, 29396",09951,Burgos,771634285,durannorberto@example.com,False,Operador de máquinas de movimiento de tierras,"1303,26",ES4943402346147659590871,corriente,"89802,32",2021-07-06,Femenino
44951,Gaspar,Bayón,Soltero,25232325Z,Guatemalteca,1951-04-19,"Avenida Haroldo Águila 54, Jaén, 03497",11909,Huelva,634093334,candelariobecerra@example.com,False,Mampostero,"6493,69",ES6500459305556601972961,corriente,"94008,72",2019-11-10,Masculino
44952,Elías,Mendizábal,Divorciado,20148765Y,Georgiana,1966-04-17,"Calle Lorenza Piña 5, Pontevedra, 28785",40469,Barcelona,733661778,etelvina42@example.com,False,Soplador de vidrio,"6716,01",ES7764617382170264490282,corriente,"47175,39",2021-11-13,Masculino
44953,Telmo,Jerez,Divorciado,22241421F,Botsuanesa,2005-03-10,"Paseo Roldán Cañete 38, Asturias, 17464",11085,Segovia,752578730,jesusafajardo@example.net,False,Herrero,"3961,41",ES6421140145438139659310,corriente,"46054,04",2023-06-21,Masculino
44954,Dafne,Benavides,Viuda,25099652M,Chilena,1951-05-22,"Paseo de Camilo Fonseca 66, Tarragona, 13173",16865,Lugo,793021595,amalia09@example.net,False,Ensamblador de equipos eléctricos,"1760,56",ES3961623438817851236383,corriente,"12729,2",2024-04-08,Femenino
44955,Francisca,Guillén,Viuda,75267794H,Tailandesa,1969-06-09,"Paseo Yaiza Padilla 3, Cuenca, 11585",25225,La Rioja,659479415,alba12@example.org,False,Deshollinador,"6325,84",ES5531734195009918240671,corriente,"36587,94",2021-05-28,Femenino
44956,Plácido,Ariño,Divorciado,23370098M,Dominicana,1968-02-23,"Paseo Vasco Alfaro 1 Apt. 84 , Granada, 33525",43234,Alicante,629658541,luna09@example.org,False,Profesional de enfermería,"2443,69",ES3761472925269285921607,corriente,"56391,11",2025-07-11,Masculino
44957,Pancho,Cañas,Divorciado,44940980S,Guatemalteca,1975-03-20,"Plaza de Evita Jover 50, Ourense, 32109",07188,Tarragona,785435651,hipolitosaldana@example.com,False,Empleado de servicios de apoyo a la producción,"7636,3",ES7178790021974106182481,corriente,"98741,81",2018-08-03,Masculino
44958,Bonifacio,Zabaleta,Casado,89493917C,Búlgara,1981-04-04,"Glorieta Valentín Llabrés 941, Álava, 14114",12270,Soria,726938294,gloria56@example.org,False,Encuadernador,"5105,79",ES7499194706964787706127,corriente,"40100,67",2019-01-27,Masculino
44959,Dominga,Cárdenas,Viuda,16998012T,Bangladesí,1963-03-13,"Pasadizo de Martín Martí 41 Apt. 02 , Córdoba, 22014",13143,Granada,675603023,roigbernardo@example.org,False,Mecánico y reparador de motores de avión,"1380,98",ES4076389598068097553019,corriente,"89968,92",2023-12-08,Femenino
44960,Manu,Ropero,Casado,19647283Q,Irlandesa,1974-04-05,"Plaza Gerardo Maldonado 4 Puerta 4 , Ciudad, 41918",37408,Zamora,705186409,amaliaojeda@example.org,False,Decorador de interior,"3573,41",ES3383969564371918880488,corriente,"21923,14",2022-08-15,Masculino
44961,Fátima,Hoyos,Divorciada,35850228J,Indonesia,1975-03-25,"Calle de Encarnita Pozo 397 Puerta 8 , Guipúzcoa, 02982",26244,Almería,787291290,olivemaria-dolores@example.net,False,Vendedor puerta a puerta,"7010,94",ES5526174746950971227391,corriente,"75927,79",2019-07-29,Femenino
44962,Leocadio,Almagro,Divorciado,76203573L,Estona,1978-08-06,"Pasadizo Máxima Valverde 75, Huelva, 27584",28547,Santa Cruz de Tenerife,643999427,baudelio57@example.org,False,Empleado de archivos,"3286,13",ES7630329962646729778481,corriente,"42477,4",2025-03-03,Masculino
44963,Loreto,Rico,Divorciada,28851930V,Griega,2004-02-26,"Via de Íngrid Pascual 56 Apt. 65 , Tarragona, 28441",22738,Cantabria,645922059,emilia88@example.net,False,Director de empresas de construcción,"6054,65",ES4365633620819113646858,corriente,"90585,77",2020-11-13,Femenino
44964,Pedro,Vaquero,Viudo,13449090R,Camerunesa,2003-11-09,"Acceso Moisés Carrasco 41, Zamora, 25836",18552,Salamanca,690979324,sainzhumberto@example.com,False,Maestro preescolar,"5000,51",ES3251520106941895085058,corriente,"91197,56",2025-04-30,Masculino
44965,Serafina,Benavent,Viuda,59572812Y,Bangladesí,1976-12-23,"Camino de Paco Grau 1 Puerta 7 , Albacete, 02589",15772,Córdoba,786272635,bilbaomaximiano@example.org,False,Operador de instalaciones de refinación de petróleo y gas natural,"6605,53",ES1796269355236730128231,corriente,"74795,31",2019-03-17,Femenino
44966,Estrella,Hoz,Divorciada,21993455G,Estadounidense,1983-01-02,"Acceso Manolo Requena 49 Puerta 6 , Ourense, 14227",31279,Alicante,751456369,barriosadelia@example.com,False,Operador de instalaciones de producción de energía,"4048,02",ES3126520691480801082842,corriente,"37634,74",2023-02-15,Femenino
44967,Américo,Múñiz,Casado,48767503M,Catarí,1948-11-02,"Paseo Trinidad Esteve 62, Asturias, 32544",47726,Castellón,643439234,julie72@example.net,False,Mayordomo doméstico,"2559,78",ES4861766893082540586363,corriente,"50462,59",2019-10-13,Masculino
44968,Marino,Pinto,Viudo,61884227J,Alemana,1948-05-06,"Pasadizo Concepción Isern 55 Puerta 5 , Sevilla, 08384",30827,Badajoz,644689326,quiquemurillo@example.net,False,Asistente veterinario,"3083,47",ES8993916587857825424597,corriente,"18084,15",2021-12-01,Masculino
44969,Humberto,Sáenz,Casado,77158020N,Jamaicana,1984-10-31,"Ronda de Lope Tamarit 30, La Rioja, 43507",40917,Baleares,770314517,famat@example.org,False,Operador de instalaciones de procesamiento de metales,"2286,73",ES8244795199974375724992,corriente,"79347,35",2020-04-30,Masculino
44970,Amarilis,Mulet,Divorciada,52314253V,Maltesa,1958-03-06,"Pasadizo Juan Antonio Carrera 95 Apt. 26 , Santa Cruz de Tenerife, 11270",22190,Soria,767749097,jose-angel74@example.com,False,Director de servicios de bienestar social,"6084,06",ES6159518459298638792215,corriente,"64476,48",2019-05-17,Femenino
44971,Gabriela,Arenas,Soltera,78482024K,Rumana,1997-01-16,"Urbanización Nicolasa Aguilar 230, Málaga, 08270",51196,Granada,670032718,gerardo83@example.org,False,Mecánico y reparador de máquinas agrícolas e industriales,"5320,39",ES6958399946127830589159,corriente,"90509,47",2021-03-13,Femenino
44972,Magdalena,Peláez,Casada,17721867E,Keniata,2000-06-17,"Via de Dafne Ferrera 50, León, 45779",17989,Asturias,614769871,palomaperal@example.org,False,Calderero,"6934,97",ES4927446255243697625523,corriente,"11155,84",2025-06-25,Femenino
44973,Fabiana,Hernando,Divorciada,14933016J,Laosiana,1971-10-07,"Paseo Blanca Rodríguez 5, Cádiz, 44128",23894,Pontevedra,712057972,gestevez@example.net,False,Peón de obras públicas y mantenimiento,"1550,13",ES6903735928730319115252,corriente,"25618,1",2023-05-10,Femenino
44974,Elpidio,Solsona,Divorciado,52192356C,Turca,2000-02-03,"Acceso Prudencio Lastra 71, Ávila, 48225",48964,Álava,697075239,ponsnatalio@example.com,False,"Empleado de servicios estadísticos, financieros y de seguros","7985,03",ES5008782312053996213626,corriente,"23398,71",2019-02-20,Masculino
44975,Gregorio,Heredia,Casado,78816547D,Beliceña,1990-11-24,"Glorieta Vicente Duarte 42, Murcia, 34180",23332,Toledo,792558392,oliverciro@example.com,False,Inspector de fronteras,"6288,1",ES0104310865940459531069,corriente,"41640,39",2020-02-13,Masculino
44976,Reyna,Cobo,Viuda,83452987V,Salvadoreña,1994-08-13,"C. Dani Olivares 3, Sevilla, 05352",02174,Toledo,701930849,francisco-josesolano@example.net,False,Trabajador de explotaciones de acuicultura,"1604,88",ES6942676007117378833998,corriente,"13697,27",2019-12-21,Femenino
44977,Crescencia,Cueto,Divorciada,30108103E,Japonesa,2000-10-20,"Ronda René Sotelo 13 Piso 2 , Girona, 06706",26106,Melilla,791242725,pascualurena@example.org,False,Meteorólogo,"5181,62",ES8754543510547491738731,corriente,"43192,4",2023-01-07,Femenino
44978,Edu,Cantero,Soltero,91201561Y,Danesa,1952-07-07,"Callejón de Jose Carlos Salamanca 76, Baleares, 30397",41670,Huelva,678788287,cgalvez@example.com,False,Guía de turismo,"2335,32",ES4850416570531619815958,corriente,"99036,39",2021-02-07,Masculino
44979,Jose Ignacio,Tenorio,Soltero,87065676G,Jordana,1980-04-17,"Plaza de Ester Echeverría 27 Apt. 11 , Segovia, 03036",16211,Lugo,653293008,fabiana61@example.org,False,Bailarín,"3014,26",ES1010594245394116356555,corriente,"52563,43",2020-04-05,Masculino
44980,Anita,Isern,Soltera,21474775C,Monegasca,1948-10-26,"Paseo de Gisela Miguel 751, Castellón, 27114",42609,Teruel,618578108,alexandra40@example.com,False,Supervisor de secretaría,"2486,7",ES3497417414288943567364,corriente,"78233,29",2018-06-25,Femenino
44981,Ovidio,Sales,Casado,19413210Z,Senegalesa,1981-09-08,"Camino de Bautista Ponce 69 Piso 1 , La Rioja, 11031",13003,Navarra,723473280,morellplacido@example.net,False,Técnico de radiodifusión y grabación audio visual,"4916,59",ES7513553810764757292435,corriente,"95700,56",2024-03-22,Masculino
44982,Amaro,Galan,Viudo,25682573Z,Kazaja,1990-08-27,"Alameda de Rafael Soto 44, Asturias, 31027",41220,Ávila,663242490,vilayaiza@example.net,False,Diseñador gráfico,"5348,58",ES3917589715301538233973,corriente,"57538,32",2018-03-31,Masculino
44983,Fidela,Folch,Viuda,37639655V,Birmana,2004-03-14,"Acceso de Soledad Amores 86, Barcelona, 32831",38561,Las Palmas,785731421,brevilla@example.org,False,Representante comercial,"4634,28",ES1088994579522735448294,corriente,"67946,04",2019-03-07,Femenino
44984,Fortunata,Leon,Casada,51901550A,Butanesa,1976-08-26,"C. de Martín Tejera 69 Puerta 0 , Castellón, 02407",04619,Ávila,730276743,ubaquero@example.org,False,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,"2426,62",ES8174441364710522397221,corriente,"71182,54",2022-12-30,Femenino
44985,Fausto,Acevedo,Casado,97764140H,Paraguaya,1969-12-09,"Ronda de Lorenza Garay 5 Apt. 08 , León, 22178",19359,Jaén,626573341,yfranco@example.net,False,Actuario,"4383,1",ES2987669846392875329301,corriente,"82133,54",2019-03-03,Masculino
44986,Emilia,Olmo,Divorciada,38828006G,Saudita,1946-08-04,"Avenida de Ale Benito 48, Córdoba, 36990",17696,Álava,722083745,lucila04@example.com,False,Diseñador gráfico,"2587,19",ES7175165578783172483916,corriente,"49440,02",2023-09-27,Femenino
44987,Ricarda,Paz,Divorciada,79606434F,Luxemburguesa,1945-09-30,"C. Amparo Benavente 17 Apt. 89 , La Coruña, 23401",10948,Asturias,791224584,alvarovendrell@example.org,False,Entrevistador de investigaciones de mercados,"3217,09",ES2154321655259987021408,corriente,"92888,6",2019-04-15,Femenino
44988,Severiano,Salcedo,Viudo,60045216J,Italiana,1998-12-02,"Rambla de Humberto Valero 75, Asturias, 05344",12654,Córdoba,673004519,roberto90@example.org,False,Lavador de vehículos,"2413,1",ES0590464595325553952547,corriente,"28417,96",2019-01-24,Masculino
44989,Ignacio,Cámara,Casado,17707674C,Libanesa,1991-11-04,"Via de Claudio Amaya 82, Asturias, 01570",49349,La Rioja,674454958,neiraagata@example.net,False,Técnico en ingeniería civil,"2799,25",ES4375972578751117033355,corriente,"29626,41",2021-05-06,Masculino
44990,Antonia,Bartolomé,Divorciada,41716657Q,Iraní,1984-04-28,"C. de Odalis Lara 16, Guipúzcoa, 48438",03132,Almería,718030529,lobatomagdalena@example.org,False,Técnico en documentación sanitaria,"1682,61",ES6878681809535849163383,corriente,"96066,23",2020-11-11,Femenino
44991,Bernardita,Mármol,Divorciada,34121435S,Eslovena,1995-05-02,"Cañada Leandra Valverde 3 Puerta 8 , Melilla, 03650",14267,Valladolid,659257862,obdulia47@example.org,False,Decorador de interior,"4674,66",ES6008571688469358858383,corriente,"84502,6",2021-06-30,Femenino
44992,Priscila,Trillo,Casada,44708563J,Filipina,1999-03-02,"Pasadizo Irma Sosa 66, Zaragoza, 11759",45095,Sevilla,663484890,dpalma@example.com,False,Guía de turismo,"6898,87",ES8160206401466267432638,corriente,"76693,98",2022-07-08,Femenino
44993,Gustavo,Heredia,Viudo,71068691W,Guatemalteca,1977-11-15,"Avenida de Mayte Berenguer 38, Álava, 51814",45857,Santa Cruz de Tenerife,758211733,amancioyuste@example.org,False,Recepcionista de hoteles,"5663,91",ES9019330346886609248082,corriente,"44046,7",2019-10-17,Masculino
44994,Hernán,Solano,Viudo,64172060J,Uruguaya,1970-12-28,"Ronda Encarna Roda 85 Apt. 66 , Zaragoza, 02562",22986,Alicante,698663142,tcerdan@example.org,False,Ingeniero mecánico,"4778,8",ES7400253876464707269292,corriente,"86721,69",2019-12-04,Masculino
44995,Olivia,Caro,Soltera,31881521W,Bahameña,1979-09-12,"Paseo de Maite Bautista 95 Puerta 8 , Teruel, 28762",06816,Ourense,641118367,teobaldo24@example.com,False,Conductor de automóviles,"4877,39",ES3618219375919279823697,corriente,"51447,21",2022-06-27,Femenino
44996,Adalberto,Roman,Divorciado,47830286S,Venezolana,1963-01-29,"C. de Isabel Cobos 53 Apt. 07 , Jaén, 39251",04973,Burgos,679161640,amigoruben@example.org,False,Optometrista,"4763,4",ES9612857104742683911523,corriente,"94786,52",2019-07-04,Masculino
44997,Donato,Pintor,Viudo,46782788Y,Sueca,1982-05-26,"Callejón de Celia Prada 2 Apt. 15 , Málaga, 12966",11592,Vizcaya,711141114,daguilo@example.com,False,"Pescador, cazador, tramperos y recolector de subsistencia","3365,16",ES9157836796808670207189,corriente,"22040,55",2023-11-04,Masculino
44998,Jeremías,Trujillo,Casado,60068091A,Moldava,1967-12-19,"Paseo de Casandra Asensio 60 Apt. 45 , Vizcaya, 42099",11488,Alicante,625062529,sosaaranzazu@example.org,False,Profesional de enfermería,"5267,9",ES0258008358932293495994,corriente,"55147,04",2021-04-28,Masculino
44999,Calista,Mosquera,Casada,67451347Y,Finlandesa,2004-04-01,"Pasadizo de Constanza Lillo 7, Las Palmas, 34470",31052,Ourense,699476457,josefinadonoso@example.net,False,Bailarín,"7903,88",ES8978032601946771007917,corriente,"48144,46",2024-02-14,Femenino
45000,Rubén,Pedrosa,Casado,34570323N,Lituana,1997-01-07,"Cañada de Teodosio Mármol 1, Tarragona, 33468",33005,Ciudad,770754581,norberto71@example.net,False,Operador de máquinas para la fabricación de calzado,"6809,47",ES0623433825017574398837,corriente,"587,6",2022-05-07,Masculino
45001,Amaro,Roma,Viudo,45754372N,Estadounidense,2001-06-26,"Camino de Nacho Zapata 916 Piso 0 , Vizcaya, 13617",29270,Las Palmas,767658113,eligiarivera@example.org,False,Oficial de las fuerzas armadas,"3898,58",ES8175860465468210006569,corriente,"19746,09",2022-04-15,Masculino
45002,Agustina,Alcántara,Soltera,47722889M,Eslovena,2001-09-04,"Ronda de Angelita Puig 9, Navarra, 36814",41980,Murcia,641978268,demetrio50@example.com,False,Vendedor de quioscos y de puestos de mercado,"1704,32",ES1314903847108770760721,corriente,"29032,96",2024-07-12,Femenino
45003,Cristian,Arias,Viudo,63873490Y,Beninesa,1975-11-13,"Cuesta Severiano Almeida 154, Badajoz, 49338",45945,Navarra,733872296,eterron@example.org,False,Pescadero,"4736,14",ES0714809794533096306992,corriente,"32015,52",2025-03-06,Masculino
45004,Carmelo,Barba,Casado,72669810E,Singapurense,1946-06-12,"Acceso Mireia Huerta 31, Albacete, 46176",19557,La Rioja,691397890,rafaexposito@example.org,False,Supervisor de industria manufacturera,"1454,73",ES0905531117412640487402,corriente,"14332,74",2018-12-15,Masculino
45005,Natanael,Bernat,Soltero,18662856N,Monegasca,1961-12-13,"Pasadizo de Celso Uriarte 34 Apt. 56 , Santa Cruz de Tenerife, 28423",10857,Toledo,687494616,urincon@example.com,False,Técnico en ciencias físicas y químicas,"3858,57",ES2625524681568164751428,corriente,"84279,27",2020-02-03,Masculino
45006,Cristian,Cuesta,Viudo,81798756S,Moldava,1986-11-05,"Camino de Hipólito Gálvez 36, Lleida, 17515",02900,Burgos,625609031,xsancho@example.com,False,Operador de máquinas de movimiento de tierras,"5015,91",ES4054529530319228626241,corriente,"27356,42",2024-07-24,Masculino
45007,Nilo,Acuña,Soltero,73203365T,Rumana,1947-12-22,"Callejón de Marisol Chaves 85, Valencia, 06919",34059,Badajoz,724050674,valderramaaitor@example.net,False,Historiador,"7974,1",ES3181912277957280230050,corriente,"76323,13",2021-08-29,Masculino
45008,Florina,Julián,Viuda,19778964E,Venezolana,1983-11-10,"Pasadizo Roque Cisneros 12 Puerta 7 , Melilla, 19805",38891,Cáceres,772658355,eulalia05@example.org,False,Operador de instalaciones de procesamiento de la madera,"5558,64",ES2324677616936288375010,corriente,"86283,32",2018-01-22,Femenino
45009,Alonso,Morera,Casado,22651757T,Búlgara,1959-11-11,"Plaza de Tatiana Vélez 79 Apt. 71 , Navarra, 43840",09802,Barcelona,693704183,adelinaayala@example.net,False,Cazador,"5096,4",ES4182854171893432125830,corriente,"84131,52",2024-10-21,Masculino
45010,Marciano,Bermudez,Soltero,71342412T,Peruana,2004-03-10,"Cuesta de Carmela Perales 23 Apt. 55 , Melilla, 14287",36632,Zaragoza,651962897,nadia86@example.com,False,Fabricante de instrumentos musicales,"2877,96",ES9208190450697537330913,corriente,"80456,97",2018-09-17,Masculino
45011,Isabel,Mir,Soltera,79572892E,Noruega,2000-10-08,"Ronda Crescencia Riquelme 676, Burgos, 49073",48306,Ávila,734631918,bernabe92@example.com,False,Vendedor de quioscos y de puestos de mercado,"4183,96",ES1399658499740133854032,corriente,"69959,98",2024-02-24,Femenino
45012,Salvador,Ocaña,Divorciado,23532963F,Surcoreana,2001-03-20,"Avenida Cristina Olivares 50, Navarra, 32407",14938,Cádiz,673910712,rivasdionisia@example.net,False,Calderero,"3496,93",ES9460506636726394905886,corriente,"32657,98",2020-03-19,Masculino
45013,Maxi,Mulet,Viudo,70213457T,Andorrana,1991-08-29,"Glorieta Jerónimo Nuñez 444, Toledo, 36775",38294,Tarragona,781819099,kvalentin@example.com,False,Operador de máquinas para fabricar productos de papel,"5634,98",ES1684113067546338825679,corriente,"60241,06",2018-07-07,Masculino
45014,Encarnación,Rosado,Viuda,70310659G,Colombiana,1954-02-26,"Via Isaac Martín 76, Badajoz, 41066",12350,Ávila,645755618,georgina28@example.net,False,Cuidador de animales,6184,ES6693527486908616881393,corriente,"55923,5",2022-02-21,Femenino
45015,Reynaldo,Gárate,Casado,11269127R,Húngara,1959-10-27,"Callejón de Charo Méndez 566, La Coruña, 03044",27569,Soria,784705912,maria-luisamiguel@example.com,False,Especialista en políticas y servicios de personal,"3954,38",ES8882761947226471172458,corriente,"79025,8",2024-07-21,Masculino
45016,Asunción,Guerrero,Viuda,61392864E,Noruega,1954-07-10,"C. de Ciro Bellido 51, Córdoba, 29171",01381,Las Palmas,764825595,lorena80@example.org,False,Peón de obras públicas y mantenimiento,"1558,2",ES3081845441970526862375,corriente,"34440,71",2020-11-18,Femenino
45017,Teodora,Querol,Viuda,15633599Q,Azerbaiyana,1984-06-05,"Rambla Inocencio Palomino 45, Almería, 33599",18607,Girona,759014740,qfigueras@example.net,False,Gerente de comercios al por mayor y al por menor,"3745,95",ES9454531318709117724355,corriente,"36375,05",2024-09-29,Femenino
45018,Reyes,Herrera,Casada,86590841G,Austriaca,1991-09-22,"Paseo Rico Esteve 41 Piso 2 , Madrid, 34505",12195,Madrid,672412388,mirtabadia@example.com,False,"Operario de la conservación de frutas, legumbres y verduras","5036,92",ES4666759955895382737970,corriente,60800,2020-07-30,Femenino
45019,Eloísa,Suarez,Divorciada,54572003H,Peruana,2001-02-27,"Camino Andrés Felipe Valderrama 99 Puerta 9 , Salamanca, 49272",11434,Las Palmas,643925541,rouraangela@example.com,False,Operador de instalaciones mineras,"5020,48",ES4671352246487245505515,corriente,"58552,97",2020-12-08,Femenino
45020,Florinda,Romero,Viuda,16963884G,Australiana,1982-12-07,"Ronda Odalys Canales 731, Barcelona, 42078",20408,Tarragona,741117427,yaguado@example.com,False,Farmacéutico,"4408,3",ES1852345082090404536906,corriente,"6625,4",2025-02-03,Femenino
